ticker,timestamp,open,high,low,close,volume
AAPL,2024-02-05T00:00:00+00:00,186.0936,190.1891,183.997,187.7983,59938899
AAPL,2024-02-06T00:00:00+00:00,186.2248,187.3603,184.5657,187.1513,75527672
AAPL,2024-02-07T00:00:00+00:00,187.3356,188.1831,183.478,184.8059,63851091
AAPL,2024-02-08T00:00:00+00:00,184.7585,186.0041,181.2162,182.2798,74319745
AAPL,2024-02-09T00:00:00+00:00,183.427,184.7222,174.9265,176.8809,58736487
AAPL,2024-02-12T00:00:00+00:00,176.3345,176.882,172.1603,173.4647,69633501
AAPL,2024-02-13T00:00:00+00:00,174.0957,176.4605,171.9982,173.1237,59449300
AAPL,2024-02-14T00:00:00+00:00,171.2711,173.5856,169.7247,172.9893,44215265
AAPL,2024-02-15T00:00:00+00:00,172.0347,177.3473,170.265,175.3415,58189087
AAPL,2024-02-16T00:00:00+00:00,175.8335,177.786,172.3745,173.4802,86387427
AAPL,2024-02-19T00:00:00+00:00,173.3262,174.425,171.6137,172.5973,61726415
AAPL,2024-02-20T00:00:00+00:00,173.6377,176.2696,172.2439,175.2182,78119903
AAPL,2024-02-21T00:00:00+00:00,174.6825,176.0604,173.7397,175.6093,62218938
AAPL,2024-02-22T00:00:00+00:00,177.0064,181.1259,174.9251,179.9378,50109224
AAPL,2024-02-23T00:00:00+00:00,181.4796,183.1829,177.0819,177.1737,67925366
AAPL,2024-02-26T00:00:00+00:00,176.7137,178.2645,176.199,176.8983,93335953
AAPL,2024-02-27T00:00:00+00:00,177.1036,180.709,176.2462,178.7444,70749141
AAPL,2024-02-28T00:00:00+00:00,178.8744,180.3481,175.2141,175.4461,78069938
AAPL,2024-02-29T00:00:00+00:00,176.3189,178.3885,175.5437,176.9029,73219110
AAPL,2024-03-01T00:00:00+00:00,177.2681,178.3422,172.4269,174.5482,47578235
AAPL,2024-03-04T00:00:00+00:00,173.3755,173.6608,172.1632,172.7567,54518905
AAPL,2024-03-05T00:00:00+00:00,173.3429,175.2088,172.5444,174.2647,64404557
AAPL,2024-03-06T00:00:00+00:00,173.7682,174.7998,172.3132,174.7159,32952805
AAPL,2024-03-07T00:00:00+00:00,176.0675,176.1689,172.1292,172.8208,34729373
AAPL,2024-03-08T00:00:00+00:00,173.6628,174.2028,170.2816,173.1605,58847928
AAPL,2024-03-11T00:00:00+00:00,172.5486,173.809,165.7758,166.8285,65334159
AAPL,2024-03-12T00:00:00+00:00,166.8931,169.9099,165.1888,168.7911,62076943
AAPL,2024-03-13T00:00:00+00:00,168.2344,169.0665,164.1464,166.9032,77464860
AAPL,2024-03-14T00:00:00+00:00,168.0704,169.0599,165.7214,167.0834,75027147
AAPL,2024-03-15T00:00:00+00:00,166.3423,171.0507,165.8465,169.4163,54390705
AAPL,2024-03-18T00:00:00+00:00,167.7282,173.4655,167.2891,172.8634,67559825
AAPL,2024-03-19T00:00:00+00:00,173.6193,174.5358,172.0365,173.4916,58540809
AAPL,2024-03-20T00:00:00+00:00,174.3064,174.6922,170.5248,171.275,76820232
AAPL,2024-03-21T00:00:00+00:00,171.5604,172.3102,169.5069,170.7186,54598760
AAPL,2024-03-22T00:00:00+00:00,170.7122,171.2258,167.3806,167.6878,52694606
AAPL,2024-03-25T00:00:00+00:00,165.8206,171.2797,165.1523,170.8345,61603743
AAPL,2024-03-26T00:00:00+00:00,173.327,173.3957,169.444,171.3247,63250411
AAPL,2024-03-27T00:00:00+00:00,172.8079,173.1466,168.2093,169.2358,50503450
AAPL,2024-03-28T00:00:00+00:00,169.7546,170.4556,166.5822,167.8076,57635473
AAPL,2024-03-29T00:00:00+00:00,167.0112,167.362,166.1283,166.8945,63652447
AAPL,2024-04-01T00:00:00+00:00,167.7811,169.7786,164.9378,166.3777,55554454
AAPL,2024-04-02T00:00:00+00:00,166.7913,167.8542,161.7996,162.7795,46226409
AAPL,2024-04-03T00:00:00+00:00,162.9176,163.8457,162.5719,162.6804,80092207
AAPL,2024-04-04T00:00:00+00:00,162.3553,166.6774,161.8997,165.9121,45725354
AAPL,2024-04-05T00:00:00+00:00,167.3265,168.0756,164.5911,164.7184,47481637
AAPL,2024-04-08T00:00:00+00:00,164.2361,166.5873,162.7974,163.6821,65461383
AAPL,2024-04-09T00:00:00+00:00,161.0944,169.5927,160.6845,168.3311,85953797
AAPL,2024-04-10T00:00:00+00:00,168.3457,169.377,166.9664,169.0159,57379263
AAPL,2024-04-11T00:00:00+00:00,168.5873,174.8498,167.1347,173.3707,106473111
AAPL,2024-04-12T00:00:00+00:00,174.3794,176.0179,174.1954,174.7313,65543728
AAPL,2024-04-15T00:00:00+00:00,173.5428,178.3684,172.3813,177.1905,75302847
AAPL,2024-04-16T00:00:00+00:00,176.9648,178.2266,175.9487,176.8511,77490901
AAPL,2024-04-17T00:00:00+00:00,176.8235,178.6934,175.6315,177.7665,85227595
AAPL,2024-04-18T00:00:00+00:00,177.8806,179.8936,177.8423,178.5214,71433255
AAPL,2024-04-19T00:00:00+00:00,177.2512,178.4388,175.9706,176.4554,57662134
AAPL,2024-04-22T00:00:00+00:00,179.1277,179.4016,175.4017,176.9143,71118125
AAPL,2024-04-23T00:00:00+00:00,177.4001,178.7943,170.6644,172.4678,52416095
AAPL,2024-04-24T00:00:00+00:00,172.7028,174.2191,169.0429,169.1086,71029343
AAPL,2024-04-25T00:00:00+00:00,168.7593,174.9958,168.7136,173.1994,71198838
AAPL,2024-04-26T00:00:00+00:00,173.5575,175.7844,173.2591,174.7153,61562024
AAPL,2024-04-29T00:00:00+00:00,175.8792,176.5692,167.8548,169.6648,62778773
AAPL,2024-04-30T00:00:00+00:00,169.2704,173.0188,168.7966,171.9329,57462316
AAPL,2024-05-01T00:00:00+00:00,173.4835,174.5413,169.8075,170.7701,75010924
AAPL,2024-05-02T00:00:00+00:00,171.5135,172.3465,169.9686,172.3109,64100143
AAPL,2024-05-03T00:00:00+00:00,173.2007,174.6442,170.4089,172.9444,63907549
AAPL,2024-05-06T00:00:00+00:00,171.3708,175.6357,170.9117,173.9828,61808874
AAPL,2024-05-07T00:00:00+00:00,172.9081,174.5037,171.9243,173.6009,71607959
AAPL,2024-05-08T00:00:00+00:00,174.5471,177.7547,173.5175,176.8102,50150618
AAPL,2024-05-09T00:00:00+00:00,177.2164,180.177,175.3546,179.5583,60769633
AAPL,2024-05-10T00:00:00+00:00,178.2435,180.3729,176.8327,178.7589,73085079
AAPL,2024-05-13T00:00:00+00:00,180.9969,182.5891,172.8205,173.7463,53353971
AAPL,2024-05-14T00:00:00+00:00,173.1041,173.581,172.2522,173.3482,59095911
AAPL,2024-05-15T00:00:00+00:00,173.8318,177.7376,173.6909,176.7172,57721531
AAPL,2024-05-16T00:00:00+00:00,175.9588,181.784,174.7009,180.5526,54541882
AAPL,2024-05-17T00:00:00+00:00,183.3943,184.8464,179.2193,179.9836,77791449
AAPL,2024-05-20T00:00:00+00:00,180.1491,182.1729,178.5427,180.534,61710941
AAPL,2024-05-21T00:00:00+00:00,180.7495,186.0773,179.2385,183.9378,72590854
AAPL,2024-05-22T00:00:00+00:00,183.8792,188.6169,183.2497,186.7192,78636771
AAPL,2024-05-23T00:00:00+00:00,188.2927,190.1642,185.9351,186.8513,91034123
AAPL,2024-05-24T00:00:00+00:00,188.1888,189.3589,185.6547,186.1942,76898807
AAPL,2024-05-27T00:00:00+00:00,187.378,188.9834,183.7546,184.1996,56255049
AAPL,2024-05-28T00:00:00+00:00,183.2816,184.4281,180.3391,181.0669,30049751
AAPL,2024-05-29T00:00:00+00:00,181.8735,182.7796,181.1432,181.4593,51420850
AAPL,2024-05-30T00:00:00+00:00,182.7123,182.7913,179.3459,179.6713,61340543
AAPL,2024-05-31T00:00:00+00:00,180.565,182.3575,178.8126,180.2289,83184995
AAPL,2024-06-03T00:00:00+00:00,178.8046,180.46,177.831,178.5466,72211624
AAPL,2024-06-04T00:00:00+00:00,177.4095,179.6038,176.9124,177.703,39705063
AAPL,2024-06-05T00:00:00+00:00,178.0387,179.0312,175.8537,177.3821,78901818
AAPL,2024-06-06T00:00:00+00:00,177.7535,179.354,174.2724,174.9401,75521126
AAPL,2024-06-07T00:00:00+00:00,173.8787,179.5901,173.2418,177.8586,49932540
AAPL,2024-06-10T00:00:00+00:00,179.9918,182.1364,175.4812,176.4411,80639236
AAPL,2024-06-11T00:00:00+00:00,175.5368,181.607,174.4201,178.7307,86333322
AAPL,2024-06-12T00:00:00+00:00,175.8859,179.8516,175.314,178.3503,62196750
AAPL,2024-06-13T00:00:00+00:00,179.0718,180.1816,176.1692,176.5082,71257844
AAPL,2024-06-14T00:00:00+00:00,175.0459,176.9999,174.4799,175.6593,59495207
AAPL,2024-06-17T00:00:00+00:00,176.2511,177.3169,172.6173,174.5102,61717314
AAPL,2024-06-18T00:00:00+00:00,173.1782,175.6816,172.4729,174.2406,60741482
AAPL,2024-06-19T00:00:00+00:00,174.1672,174.5134,172.8725,173.5934,72652327
AAPL,2024-06-20T00:00:00+00:00,173.6004,178.3436,173.5228,177.4507,56622217
AAPL,2024-06-21T00:00:00+00:00,177.4471,178.7745,175.0167,176.6263,70245089
AAPL,2024-06-24T00:00:00+00:00,177.2591,180.5336,176.2332,180.4958,54839643
AAPL,2024-06-25T00:00:00+00:00,178.7038,182.4787,176.6349,181.1252,99373339
AAPL,2024-06-26T00:00:00+00:00,179.6248,184.2411,177.7746,183.1916,68183845
AAPL,2024-06-27T00:00:00+00:00,182.0739,186.7159,181.7483,184.7003,63401778
AAPL,2024-06-28T00:00:00+00:00,184.5543,191.4873,183.6241,188.9093,63320622
AAPL,2024-07-01T00:00:00+00:00,188.6308,190.413,187.1133,190.1272,72093790
AAPL,2024-07-02T00:00:00+00:00,188.3449,189.0651,187.8618,188.6271,68820608
AAPL,2024-07-03T00:00:00+00:00,187.0526,191.0294,186.3723,190.7853,57671256
AAPL,2024-07-04T00:00:00+00:00,190.391,194.3033,188.574,193.2483,40360596
AAPL,2024-07-05T00:00:00+00:00,192.2246,201.3929,190.2615,199.8524,57181457
AAPL,2024-07-08T00:00:00+00:00,200.2677,200.8186,197.3888,199.137,81323818
AAPL,2024-07-09T00:00:00+00:00,200.492,203.7599,199.4011,202.6794,34718219
AAPL,2024-07-10T00:00:00+00:00,201.642,202.3185,197.9444,198.6664,65431163
AAPL,2024-07-11T00:00:00+00:00,197.7322,198.6779,192.2589,194.1354,90716437
AAPL,2024-07-12T00:00:00+00:00,193.8964,197.6148,192.3177,195.1511,72597224
AAPL,2024-07-15T00:00:00+00:00,195.0074,195.9427,191.8831,192.6905,63374238
AAPL,2024-07-16T00:00:00+00:00,191.9746,195.6936,190.6737,194.6495,70873732
AAPL,2024-07-17T00:00:00+00:00,194.4324,194.444,191.7237,194.1628,58829679
AAPL,2024-07-18T00:00:00+00:00,196.3137,197.7044,192.3338,192.709,64974688
AAPL,2024-07-19T00:00:00+00:00,192.1853,193.2975,188.8154,189.8133,76849428
AAPL,2024-07-22T00:00:00+00:00,188.839,190.0517,188.0332,189.6289,48723487
AAPL,2024-07-23T00:00:00+00:00,188.082,190.6845,185.4925,186.8098,69612530
AAPL,2024-07-24T00:00:00+00:00,186.4517,189.5479,186.1716,187.0415,47561005
AAPL,2024-07-25T00:00:00+00:00,187.7381,189.9573,187.1749,189.1878,57562941
AAPL,2024-07-26T00:00:00+00:00,188.7855,192.8819,187.3584,190.2342,59174965
AAPL,2024-07-29T00:00:00+00:00,189.3224,191.143,188.1578,190.1496,74988682
AAPL,2024-07-30T00:00:00+00:00,189.9788,192.1787,187.3058,189.238,50559678
AAPL,2024-07-31T00:00:00+00:00,188.8403,189.8854,186.3324,187.4095,57249848
AAPL,2024-08-01T00:00:00+00:00,187.4273,188.5833,186.9488,188.2654,76632977
AAPL,2024-08-02T00:00:00+00:00,189.8552,190.2268,189.7587,189.7825,61414766
AAPL,2024-08-05T00:00:00+00:00,188.8909,190.061,187.0146,188.524,66232070
AAPL,2024-08-06T00:00:00+00:00,188.2418,191.4469,187.6113,189.6754,69861924
AAPL,2024-08-07T00:00:00+00:00,190.3411,191.2291,186.6761,188.6861,55867747
AAPL,2024-08-08T00:00:00+00:00,189.3962,190.3118,186.9309,187.2229,52562462
AAPL,2024-08-09T00:00:00+00:00,186.3936,186.9857,182.6168,184.2975,23777181
AAPL,2024-08-12T00:00:00+00:00,182.2609,183.1539,178.6079,180.5762,68200986
AAPL,2024-08-13T00:00:00+00:00,180.4204,182.8358,178.545,181.395,71324969
AAPL,2024-08-14T00:00:00+00:00,182.9862,186.3022,181.4554,184.515,64271963
AAPL,2024-08-15T00:00:00+00:00,185.5932,186.8173,181.1125,182.8129,71296841
AAPL,2024-08-16T00:00:00+00:00,181.3304,183.0985,179.8018,181.4824,81319660
AAPL,2024-08-19T00:00:00+00:00,181.6377,181.8526,178.6303,178.9987,43699916
AAPL,2024-08-20T00:00:00+00:00,178.0792,180.1502,178.0555,179.6437,71666622
AAPL,2024-08-21T00:00:00+00:00,177.4194,181.0004,177.2377,179.1183,68414229
AAPL,2024-08-22T00:00:00+00:00,179.8569,181.9897,174.4268,176.35,39362277
AAPL,2024-08-23T00:00:00+00:00,175.6817,176.358,173.5498,175.2753,50256980
AAPL,2024-08-26T00:00:00+00:00,174.9281,179.5763,172.9277,179.1016,49489411
AAPL,2024-08-27T00:00:00+00:00,178.1867,182.7089,175.8909,181.4263,59652457
AAPL,2024-08-28T00:00:00+00:00,182.8402,184.6125,173.206,176.0493,68394690
AAPL,2024-08-29T00:00:00+00:00,177.2771,178.1367,172.0543,172.5517,54602434
AAPL,2024-08-30T00:00:00+00:00,173.51,173.9612,172.8387,173.0729,41745687
AAPL,2024-09-02T00:00:00+00:00,171.9901,178.1242,169.9486,176.8482,22243964
AAPL,2024-09-03T00:00:00+00:00,178.0334,179.9723,175.6874,176.7608,70305207
AAPL,2024-09-04T00:00:00+00:00,176.2742,180.0354,174.1518,178.8669,32427494
AAPL,2024-09-05T00:00:00+00:00,177.9701,178.9617,177.3542,178.1108,43078001
AAPL,2024-09-06T00:00:00+00:00,177.5354,180.3168,176.1824,179.9078,73050793
AAPL,2024-09-09T00:00:00+00:00,180.2488,181.2402,177.0204,177.6763,60901260
AAPL,2024-09-10T00:00:00+00:00,176.5453,178.9252,176.2749,177.3943,85163178
AAPL,2024-09-11T00:00:00+00:00,178.5132,180.3136,174.2115,174.4546,51421350
AAPL,2024-09-12T00:00:00+00:00,175.023,175.3174,170.7024,172.0145,57393872
AAPL,2024-09-13T00:00:00+00:00,171.6536,173.9246,171.1477,172.8458,62019471
AAPL,2024-09-16T00:00:00+00:00,171.7939,172.8586,170.8344,171.2199,46326605
AAPL,2024-09-17T00:00:00+00:00,170.9226,171.9144,167.9669,169.1458,94513786
AAPL,2024-09-18T00:00:00+00:00,170.2355,171.0957,168.024,168.6092,61923076
AAPL,2024-09-19T00:00:00+00:00,170.8412,171.1559,170.5147,170.6923,82170866
AAPL,2024-09-20T00:00:00+00:00,172.44,174.3036,167.1762,168.4376,48664977
AAPL,2024-09-23T00:00:00+00:00,167.4951,172.1837,166.7399,170.9316,48824281
AAPL,2024-09-24T00:00:00+00:00,171.7004,173.0168,169.0611,170.7967,59854569
AAPL,2024-09-25T00:00:00+00:00,169.8849,171.9728,168.9842,171.6618,68158116
AAPL,2024-09-26T00:00:00+00:00,172.8011,173.7008,168.8235,169.4728,59425818
AAPL,2024-09-27T00:00:00+00:00,169.8668,170.6127,167.0779,168.3337,51999722
AAPL,2024-09-30T00:00:00+00:00,167.9527,169.2928,162.4141,164.0212,54693988
AAPL,2024-10-01T00:00:00+00:00,164.2235,165.6799,163.9509,164.674,55001029
AAPL,2024-10-02T00:00:00+00:00,163.7895,166.0116,163.0391,164.2943,80405190
AAPL,2024-10-03T00:00:00+00:00,165.9009,166.3929,165.1786,165.536,56811964
AAPL,2024-10-04T00:00:00+00:00,165.2646,168.1948,164.5369,166.9329,52531154
AAPL,2024-10-07T00:00:00+00:00,166.3269,167.8232,162.2501,164.5078,74931418
AAPL,2024-10-08T00:00:00+00:00,165.1174,167.5721,162.9459,166.7438,39482293
AAPL,2024-10-09T00:00:00+00:00,166.9862,168.0178,163.5841,164.3406,54004917
AAPL,2024-10-10T00:00:00+00:00,164.5157,167.6987,162.7834,167.2469,79315195
AAPL,2024-10-11T00:00:00+00:00,167.6926,169.594,165.7255,169.1263,74653349
AAPL,2024-10-14T00:00:00+00:00,170.3059,172.0132,169.2402,169.4003,72680691
AAPL,2024-10-15T00:00:00+00:00,169.3361,171.6445,168.1394,170.4131,91787878
AAPL,2024-10-16T00:00:00+00:00,170.2273,173.0181,169.8452,172.7205,53256538
AAPL,2024-10-17T00:00:00+00:00,173.2881,176.3583,171.7748,175.8211,83415583
AAPL,2024-10-18T00:00:00+00:00,178.083,180.5077,174.2037,175.8425,68602203
AAPL,2024-10-21T00:00:00+00:00,176.265,176.4861,175.3959,176.0525,61635526
AAPL,2024-10-22T00:00:00+00:00,176.2375,177.8558,173.8791,177.192,50827983
AAPL,2024-10-23T00:00:00+00:00,179.5269,180.7752,172.729,174.3976,69477107
AAPL,2024-10-24T00:00:00+00:00,172.0504,180.1524,171.704,178.0978,26726449
AAPL,2024-10-25T00:00:00+00:00,178.8526,184.3286,178.0634,183.2184,58533343
AAPL,2024-10-28T00:00:00+00:00,184.1328,185.584,183.2389,183.3619,74946026
AAPL,2024-10-29T00:00:00+00:00,182.9605,185.6823,181.7856,184.3077,89430060
AAPL,2024-10-30T00:00:00+00:00,184.0974,185.4742,180.6781,181.0851,46463654
AAPL,2024-10-31T00:00:00+00:00,180.8437,182.167,178.9542,180.2138,59047586
AAPL,2024-11-01T00:00:00+00:00,181.8169,181.8213,176.4546,177.5224,66718103
AAPL,2024-11-04T00:00:00+00:00,176.0998,176.6917,174.4515,174.9354,62171682
AAPL,2024-11-05T00:00:00+00:00,175.193,177.2739,172.969,174.1951,37144924
AAPL,2024-11-06T00:00:00+00:00,173.3759,179.2758,171.8087,178.0129,63835553
AAPL,2024-11-07T00:00:00+00:00,177.4893,184.577,176.9153,183.1169,42266222
AAPL,2024-11-08T00:00:00+00:00,183.2514,184.5505,176.8597,178.6445,65042229
AAPL,2024-11-11T00:00:00+00:00,177.2444,180.6155,176.3078,179.8611,43274605
AAPL,2024-11-12T00:00:00+00:00,179.8012,181.7831,173.6998,175.8583,68965739
AAPL,2024-11-13T00:00:00+00:00,176.4082,180.777,174.699,180.0614,58051977
AAPL,2024-11-14T00:00:00+00:00,182.0792,182.5251,178.6438,179.2188,62473405
AAPL,2024-11-15T00:00:00+00:00,180.0868,182.0783,173.8114,175.3322,53575512
AAPL,2024-11-18T00:00:00+00:00,173.3305,181.7627,172.0049,180.5028,62494106
AAPL,2024-11-19T00:00:00+00:00,179.4931,179.5658,177.7414,178.3026,49765029
AAPL,2024-11-20T00:00:00+00:00,178.6182,182.309,176.9244,182.2528,59722934
AAPL,2024-11-21T00:00:00+00:00,182.1397,184.75,180.1357,184.48,62981316
AAPL,2024-11-22T00:00:00+00:00,184.0545,185.973,181.8386,184.3151,60112497
AAPL,2024-11-25T00:00:00+00:00,184.2765,188.6851,183.2225,187.438,49392023
AAPL,2024-11-26T00:00:00+00:00,186.4456,188.9384,184.8287,186.3598,79238125
AAPL,2024-11-27T00:00:00+00:00,187.5665,189.8428,184.0193,185.3718,52413380
AAPL,2024-11-28T00:00:00+00:00,184.1146,188.8961,182.717,188.0497,63286953
AAPL,2024-11-29T00:00:00+00:00,186.4144,194.4015,185.3701,193.2699,58369395
AAPL,2024-12-02T00:00:00+00:00,193.8081,196.2857,192.5325,193.7874,64555325
AAPL,2024-12-03T00:00:00+00:00,192.9382,193.1199,189.9869,191.9574,59060506
AAPL,2024-12-04T00:00:00+00:00,193.5639,198.2447,193.1883,196.3426,71201739
AAPL,2024-12-05T00:00:00+00:00,197.312,200.4897,193.1636,195.4004,40023869
AAPL,2024-12-06T00:00:00+00:00,196.2293,197.9531,192.7029,195.0688,63533945
AAPL,2024-12-09T00:00:00+00:00,194.8657,195.856,193.7993,195.4439,60994217
AAPL,2024-12-10T00:00:00+00:00,195.6917,201.5513,194.4431,200.3761,81738399
AAPL,2024-12-11T00:00:00+00:00,200.1169,203.001,199.2357,202.4214,45503335
AAPL,2024-12-12T00:00:00+00:00,200.2245,205.3211,198.2899,203.7245,91138452
AAPL,2024-12-13T00:00:00+00:00,202.9809,203.6935,200.4287,202.1974,47036788
AAPL,2024-12-16T00:00:00+00:00,202.8779,203.9383,202.1161,203.0283,63714099
AAPL,2024-12-17T00:00:00+00:00,202.8692,205.5557,200.7727,203.3839,61431641
AAPL,2024-12-18T00:00:00+00:00,202.7296,204.2776,200.893,204.2458,84562796
AAPL,2024-12-19T00:00:00+00:00,203.496,204.3988,199.6349,201.6347,56843718
AAPL,2024-12-20T00:00:00+00:00,200.8124,202.1192,195.9057,197.391,76549540
AAPL,2024-12-23T00:00:00+00:00,196.9831,204.4622,196.2795,201.7318,49991830
AAPL,2024-12-24T00:00:00+00:00,200.2924,202.611,199.8433,201.0215,84242950
AAPL,2024-12-25T00:00:00+00:00,201.6173,202.4279,193.5896,194.7465,57439130
AAPL,2024-12-26T00:00:00+00:00,196.6136,198.1429,190.8998,193.3247,58758924
AAPL,2024-12-27T00:00:00+00:00,194.3535,196.585,187.0767,188.0856,88693026
AAPL,2024-12-30T00:00:00+00:00,187.9842,188.0347,185.1436,185.9786,61545982
AAPL,2024-12-31T00:00:00+00:00,185.2192,190.3772,183.2477,188.006,64624160
AAPL,2025-01-01T00:00:00+00:00,188.8227,190.6657,187.2632,189.9035,74736464
AAPL,2025-01-02T00:00:00+00:00,189.3914,189.9284,187.1408,189.4704,55189685
AAPL,2025-01-03T00:00:00+00:00,187.3011,190.2131,185.3767,187.8272,72701103
AAPL,2025-01-06T00:00:00+00:00,187.9713,189.1969,186.0502,188.3375,75179297
AAPL,2025-01-07T00:00:00+00:00,188.215,189.4282,181.449,183.7845,57863832
AAPL,2025-01-08T00:00:00+00:00,183.0954,183.1262,181.249,181.5954,82438912
AAPL,2025-01-09T00:00:00+00:00,183.1907,184.245,177.7454,178.7178,41051050
AAPL,2025-01-10T00:00:00+00:00,178.7589,182.2027,178.4687,180.7207,74715764
AAPL,2025-01-13T00:00:00+00:00,179.0824,181.747,178.4593,180.2638,89520861
AAPL,2025-01-14T00:00:00+00:00,179.9883,182.1686,179.2226,179.3449,59950523
AAPL,2025-01-15T00:00:00+00:00,179.4301,180.9799,177.6005,179.4807,64561631
AAPL,2025-01-16T00:00:00+00:00,179.712,179.7158,176.4617,177.7163,67611393
AAPL,2025-01-17T00:00:00+00:00,177.6118,178.2257,176.2948,177.7423,51452276
AAPL,2025-01-20T00:00:00+00:00,177.9739,179.2897,172.7957,174.576,75348199
AAPL,2025-01-21T00:00:00+00:00,175.666,176.1936,170.534,171.9915,67451924
AAPL,2025-01-22T00:00:00+00:00,172.2301,176.2613,170.8995,175.3005,74659256
AAPL,2025-01-23T00:00:00+00:00,176.607,178.1925,174.185,175.8082,66863562
AAPL,2025-01-24T00:00:00+00:00,175.0421,179.5203,174.1836,178.617,58387195
AAPL,2025-01-27T00:00:00+00:00,179.0867,180.7198,175.2358,175.7405,66176044
AAPL,2025-01-28T00:00:00+00:00,175.6322,177.2335,171.8295,173.3654,61997969
AAPL,2025-01-29T00:00:00+00:00,175.1719,175.2701,171.0979,171.2553,57081502
AAPL,2025-01-30T00:00:00+00:00,172.1766,176.4368,171.0317,173.8154,74501684
AAPL,2025-01-31T00:00:00+00:00,173.1137,177.7528,171.5555,176.0069,59439372
AAPL,2025-02-03T00:00:00+00:00,175.7676,177.3629,173.5684,175.9535,67922133
AAPL,2025-02-04T00:00:00+00:00,174.6505,177.9197,174.2444,176.7744,71796408
AAPL,2025-02-05T00:00:00+00:00,174.9672,175.1339,171.6027,172.8237,65345787
AAPL,2025-02-06T00:00:00+00:00,174.3203,176.0835,172.2962,173.0039,88057551
AAPL,2025-02-07T00:00:00+00:00,172.442,173.8456,171.3326,172.5414,45107599
AAPL,2025-02-10T00:00:00+00:00,173.1756,174.8472,172.2621,173.4978,66538566
AAPL,2025-02-11T00:00:00+00:00,172.8308,173.3274,170.7997,172.3173,85287858
AAPL,2025-02-12T00:00:00+00:00,171.6067,172.656,169.5468,169.7482,49260584
AAPL,2025-02-13T00:00:00+00:00,169.6906,170.0418,166.867,167.864,98225236
AAPL,2025-02-14T00:00:00+00:00,167.3683,171.1081,166.698,169.5789,70399976
AAPL,2025-02-17T00:00:00+00:00,168.9635,170.2777,165.9093,166.2501,52481529
AAPL,2025-02-18T00:00:00+00:00,164.9033,173.027,163.6321,171.5129,48205566
AAPL,2025-02-19T00:00:00+00:00,171.4084,171.6786,169.3951,171.1545,52955709
AAPL,2025-02-20T00:00:00+00:00,170.8255,176.5605,168.9845,173.881,45252981
AAPL,2025-02-21T00:00:00+00:00,173.859,175.1216,169.0228,170.15,66081042
AAPL,2025-02-24T00:00:00+00:00,171.3724,171.5993,169.648,170.6542,57227926
AAPL,2025-02-25T00:00:00+00:00,171.0484,174.3357,170.2936,173.7987,29012318
AAPL,2025-02-26T00:00:00+00:00,173.7291,179.063,172.7528,178.047,69533200
AAPL,2025-02-27T00:00:00+00:00,175.5264,180.6374,174.5069,177.9967,59858522
AAPL,2025-02-28T00:00:00+00:00,179.218,181.2661,174.4503,174.4727,55447289
AAPL,2025-03-03T00:00:00+00:00,175.5913,176.4083,170.6989,171.4105,68301962
AAPL,2025-03-04T00:00:00+00:00,170.9918,171.6575,168.018,169.3842,64456841
