ticker,asset_name,date,open,high,low,close,volume
BNB,Binance Coin,2025-08-18,856.4,858.31,826.54,847.42,2765082388
BNB,Binance Coin,2025-08-19,847.42,851.94,823.36,823.57,2718797059
BNB,Binance Coin,2025-08-20,823.57,880.33,819.33,869.1,3612563758
BNB,Binance Coin,2025-08-21,869.1,882.59,834.08,839.04,2848998239
BNB,Binance Coin,2025-08-22,839.04,899.7,839.04,898.77,3534039226
BNB,Binance Coin,2025-08-23,898.77,899.36,876.51,880.05,2470653598
BNB,Binance Coin,2025-08-24,880.05,885.56,860.04,876.08,2909070734
BNB,Binance Coin,2025-08-25,876.08,879.94,835.26,840.17,3300479072
BNB,Binance Coin,2025-08-26,840.17,867.71,832.72,863.63,2609863400
BNB,Binance Coin,2025-08-27,863.63,866.98,853.87,855.65,2391188252
BNB,Binance Coin,2025-08-28,855.65,878.81,851.9,874.37,2744315947
BNB,Binance Coin,2025-08-29,874.35,876.85,851.31,863.28,2614507748
BNB,Binance Coin,2025-08-30,863.28,863.64,852.82,862.4,2030968355
BNB,Binance Coin,2025-08-31,862.4,867.6,857.32,857.82,1741117798
BNB,Binance Coin,2025-09-01,857.81,866.97,840.9,845.83,2756614903
BNB,Binance Coin,2025-09-02,845.83,856.46,841.61,851.78,2385434736
BNB,Binance Coin,2025-09-03,851.78,863.47,849.16,855.26,1915348780
BNB,Binance Coin,2025-09-04,855.26,856.94,841.88,843.8,1915009280
BNB,Binance Coin,2025-09-05,843.8,857.22,843.75,849.98,2025139739
BNB,Binance Coin,2025-09-06,849.98,864.5,849.57,861.77,1992250771
BNB,Binance Coin,2025-09-07,861.77,882.89,861.27,880.61,1996378716
BNB,Binance Coin,2025-09-08,880.61,885.23,872.04,878.28,2289021738
BNB,Binance Coin,2025-09-09,878.28,884.24,871.86,880.02,1795168603
BNB,Binance Coin,2025-09-10,880.02,906.12,877.51,893.57,2868650920
BNB,Binance Coin,2025-09-11,893.57,903.33,889.37,902.98,2250551806
BNB,Binance Coin,2025-09-12,902.98,928.62,901.97,925.03,2648100391
BNB,Binance Coin,2025-09-13,925.03,942.53,923.87,933.9,2744192106
BNB,Binance Coin,2025-09-14,933.9,944.06,923.76,927.24,2338327311
BNB,Binance Coin,2025-09-15,927.24,935.22,911.55,919.97,2475846477
BNB,Binance Coin,2025-09-16,919.97,958.66,917.24,955.71,3101245055
BNB,Binance Coin,2025-09-17,955.69,993.13,947.77,990.31,3641636248
BNB,Binance Coin,2025-09-18,990.32,1005.29,980.38,981.84,3741252935
BNB,Binance Coin,2025-09-19,981.84,1002.08,975.81,984.12,3293771895
BNB,Binance Coin,2025-09-20,984.13,1043.24,984.12,1042.65,3759046572
BNB,Binance Coin,2025-09-21,1042.66,1080.48,1041.03,1048.67,4306431415
BNB,Binance Coin,2025-09-22,1048.67,1050.32,978.57,993.01,4892903256
BNB,Binance Coin,2025-09-23,993.01,1026.25,964.55,1017.02,4038510425
BNB,Binance Coin,2025-09-24,1017.03,1034.05,995.29,1018.85,3603925585
BNB,Binance Coin,2025-09-25,1018.87,1019.84,943.32,945.71,4693762081
BNB,Binance Coin,2025-09-26,945.71,964.73,933.51,960.92,3789703570
BNB,Binance Coin,2025-09-27,960.92,983.93,957.4,968.79,2777184185
BNB,Binance Coin,2025-09-28,968.79,993.39,964.29,993.32,2519459113
BNB,Binance Coin,2025-09-29,993.32,1035.73,992.64,1030.74,3359320684
BNB,Binance Coin,2025-09-30,1030.74,1032.8,994.48,1008.48,3076619211
BNB,Binance Coin,2025-10-01,1008.48,1034.83,1003.88,1026.17,3100184262
BNB,Binance Coin,2025-10-02,1026.17,1097.21,1023.98,1090.66,3813163059
BNB,Binance Coin,2025-10-03,1090.66,1190.35,1085.6,1189.92,6097241167
BNB,Binance Coin,2025-10-04,1189.93,1190.01,1138.27,1150.55,3775482131
BNB,Binance Coin,2025-10-05,1150.55,1186.85,1145.53,1165.53,3611451465
BNB,Binance Coin,2025-10-06,1165.53,1237.81,1164.02,1223.58,5653272930
BNB,Binance Coin,2025-10-07,1223.58,1336.57,1209.28,1310.21,11163171147
BNB,Binance Coin,2025-10-08,1310.23,1332.83,1270.31,1306.6,7916662087
BNB,Binance Coin,2025-10-09,1306.6,1318.06,1228.08,1255.89,8172167891
BNB,Binance Coin,2025-10-10,1255.89,1276.36,962.47,1106.9,10329526518
BNB,Binance Coin,2025-10-11,1106.9,1180.53,1080.72,1137.2,8101403820
BNB,Binance Coin,2025-10-12,1137.2,1319.77,1110.2,1303.12,10201040572
BNB,Binance Coin,2025-10-13,1303.15,1370.55,1257.11,1293.47,11820387271
BNB,Binance Coin,2025-10-14,1293.47,1316.41,1147.75,1211.05,10106588255
BNB,Binance Coin,2025-10-15,1211.05,1221.71,1151.84,1162.69,5853929585
BNB,Binance Coin,2025-10-16,1162.69,1193.77,1125.33,1145.83,5605348340
BNB,Binance Coin,2025-10-17,1145.82,1154.89,1024.08,1071.96,6656427568
BNB,Binance Coin,2025-10-18,1071.97,1129.19,1071.47,1093.15,3767783165
BNB,Binance Coin,2025-10-19,1093.15,1132.35,1069.31,1109.68,3690436753
BNB,Binance Coin,2025-10-20,1109.68,1142.74,1090.01,1101.06,4209252745
BNB,Binance Coin,2025-10-21,1101.16,1114.31,1054.3,1057.44,4398689427
BNB,Binance Coin,2025-10-22,1057.44,1082.93,1054.07,1072.05,3625757780
BNB,Binance Coin,2025-10-23,1072.05,1151.0,1071.94,1127.57,5661131703
BNB,Binance Coin,2025-10-24,1127.57,1141.64,1098.93,1109.15,3451758493
BNB,Binance Coin,2025-10-25,1109.15,1120.07,1102.5,1116.74,2230311136
BNB,Binance Coin,2025-10-26,1116.74,1141.96,1115.53,1137.59,2746697366
BNB,Binance Coin,2025-10-27,1137.59,1180.01,1134.29,1139.75,4501355092
BNB,Binance Coin,2025-10-28,1139.75,1148.56,1088.88,1103.14,4178047763
BNB,Binance Coin,2025-10-29,1103.15,1120.73,1089.77,1107.16,4169218996
BNB,Binance Coin,2025-10-30,1107.16,1123.7,1050.13,1078.61,4153774666
BNB,Binance Coin,2025-10-31,1078.61,1104.25,1073.45,1088.96,4399392720
BNB,Binance Coin,2025-11-01,1088.94,1097.14,1082.47,1094.64,2138185589
BNB,Binance Coin,2025-11-02,1094.64,1094.64,1073.65,1084.36,2049912244
BNB,Binance Coin,2025-11-03,1084.34,1086.59,975.8,992.54,4849653054
BNB,Binance Coin,2025-11-04,992.55,1000.2,886.39,937.89,5824529918
BNB,Binance Coin,2025-11-05,937.88,966.8,903.87,959.95,3816276917
BNB,Binance Coin,2025-11-06,959.95,964.33,927.45,949.18,2798073439
BNB,Binance Coin,2025-11-07,949.21,994.41,927.11,990.55,3614944089
BNB,Binance Coin,2025-11-08,990.58,1005.86,981.11,990.22,2913804232
BNB,Binance Coin,2025-11-09,990.23,1005.94,977.64,996.58,2642212274
BNB,Binance Coin,2025-11-10,996.59,1017.68,977.11,991.92,2844075057
BNB,Binance Coin,2025-11-11,991.92,1005.97,956.84,958.27,2696896367
BNB,Binance Coin,2025-11-12,958.23,976.96,940.86,953.01,2405972144
BNB,Binance Coin,2025-11-13,953.02,969.85,907.62,928.05,3034452281
BNB,Binance Coin,2025-11-14,928.04,932.65,889.4,915.31,3778463496
BNB,Binance Coin,2025-11-15,915.19,944.08,915.19,932.2,1963778260
BNB,Binance Coin,2025-11-16,932.19,948.51,910.9,927.26,2497118342
BNB,Binance Coin,2025-11-17,927.26,936.99,893.0,906.48,3757441490
BNB,Binance Coin,2025-11-18,906.47,937.38,888.51,932.48,3623344375
BNB,Binance Coin,2025-11-19,932.48,939.29,872.94,895.62,3254464199
BNB,Binance Coin,2025-11-20,895.66,912.66,866.34,866.34,3038816761
BNB,Binance Coin,2025-11-21,866.33,874.26,793.82,830.08,4772315493
BNB,Binance Coin,2025-11-22,830.08,841.49,815.21,833.35,2015396840
BNB,Binance Coin,2025-11-23,833.35,854.4,833.29,843.22,1754920246
BNB,Binance Coin,2025-11-24,843.22,875.26,832.05,864.42,2485800089
BNB,Binance Coin,2025-11-25,864.46,866.91,838.98,862.11,2007620452
BNB,Binance Coin,2025-11-26,862.1,896.63,852.49,891.75,2040255309
BNB,Binance Coin,2025-11-27,891.77,902.59,885.23,895.56,1780660164
BNB,Binance Coin,2025-11-28,895.56,904.38,877.31,887.65,2009647841
BNB,Binance Coin,2025-11-29,887.65,888.85,869.84,873.69,1357539865
BNB,Binance Coin,2025-11-30,873.69,899.57,871.07,877.58,1452982911
BNB,Binance Coin,2025-12-01,877.56,877.7,803.46,827.41,2778473663
BNB,Binance Coin,2025-12-02,827.41,884.06,821.3,877.03,2264885312
BNB,Binance Coin,2025-12-03,877.03,922.13,874.41,921.75,2754777581
BNB,Binance Coin,2025-12-04,921.73,927.45,889.62,900.07,2052379059
BNB,Binance Coin,2025-12-05,900.06,906.85,873.41,884.22,1968850986
BNB,Binance Coin,2025-12-06,884.21,896.66,878.98,890.55,1418385761
BNB,Binance Coin,2025-12-07,890.53,905.11,872.89,894.02,1779976227
BNB,Binance Coin,2025-12-08,894.03,911.54,891.78,897.6,1906067258
BNB,Binance Coin,2025-12-09,897.59,926.52,882.41,898.81,2357057936
BNB,Binance Coin,2025-12-10,898.78,914.19,884.95,894.65,2429639422
BNB,Binance Coin,2025-12-11,894.66,894.66,861.25,886.17,2524483059
BNB,Binance Coin,2025-12-12,886.17,895.47,873.61,881.87,1807202490
BNB,Binance Coin,2025-12-13,881.86,903.76,880.78,897.43,1472368344
BNB,Binance Coin,2025-12-14,897.44,899.22,874.13,877.81,1640570319
BNB,Binance Coin,2025-12-15,877.79,894.21,843.77,858.55,2222157806
BNB,Binance Coin,2025-12-16,858.55,877.61,851.37,874.9,2379705373
BNB,Binance Coin,2025-12-17,874.91,875.11,834.85,842.93,2968394043
BNB,Binance Coin,2025-12-18,842.93,850.9,819.98,829.3,3195634004
BNB,Binance Coin,2025-12-19,829.3,861.09,823.17,855.94,5429911683
BNB,Binance Coin,2025-12-20,855.94,858.74,850.89,853.59,1374684930
BNB,Binance Coin,2025-12-21,853.6,858.93,846.1,857.89,1501917010
BNB,Binance Coin,2025-12-22,857.89,869.1,852.64,857.86,1959463444
BNB,Binance Coin,2025-12-23,857.86,860.78,839.59,843.77,1696809904
BNB,Binance Coin,2025-12-24,843.77,849.33,835.27,846.26,1535799969
BNB,Binance Coin,2025-12-25,846.24,847.08,827.66,829.42,1415229398
BNB,Binance Coin,2025-12-26,829.43,845.72,823.37,834.15,1730790904
BNB,Binance Coin,2025-12-27,834.15,844.59,834.15,844.55,1496575663
BNB,Binance Coin,2025-12-28,844.56,864.94,839.59,858.83,1855190489
BNB,Binance Coin,2025-12-29,858.84,869.99,846.65,851.19,2271142660
BNB,Binance Coin,2025-12-30,851.19,862.02,848.45,860.55,2042633098
BNB,Binance Coin,2025-12-31,860.56,873.84,856.88,863.26,2539874072
BNB,Binance Coin,2026-01-01,863.26,872.26,855.61,863.05,1623168589
BNB,Binance Coin,2026-01-02,863.06,890.17,858.88,880.84,2274583336
BNB,Binance Coin,2026-01-03,880.86,883.45,869.53,878.64,1660447864
BNB,Binance Coin,2026-01-04,878.64,902.05,878.43,894.38,1869811425
BNB,Binance Coin,2026-01-05,894.4,915.74,891.78,910.79,2191450063
BNB,Binance Coin,2026-01-06,910.78,921.55,892.92,917.51,2396005647
BNB,Binance Coin,2026-01-07,917.51,918.8,892.78,899.41,2328531769
BNB,Binance Coin,2026-01-08,899.42,903.24,875.69,891.75,2150672078
BNB,Binance Coin,2026-01-09,891.74,899.34,885.88,895.47,1729373289
BNB,Binance Coin,2026-01-10,895.48,913.9,895.48,906.11,1917030206
BNB,Binance Coin,2026-01-11,906.11,915.6,898.79,902.75,1753041961
BNB,Binance Coin,2026-01-12,902.75,909.09,894.87,905.42,2073080994
BNB,Binance Coin,2026-01-13,905.41,949.02,901.73,942.46,3312675690
BNB,Binance Coin,2026-01-14,942.46,951.89,928.56,949.11,2898477115
BNB,Binance Coin,2026-01-15,949.09,949.09,924.74,930.88,2344675895
BNB,Binance Coin,2026-01-16,930.88,938.57,924.55,937.53,1873697028
BNB,Binance Coin,2026-01-17,937.53,954.86,935.41,947.04,1840297630
BNB,Binance Coin,2026-01-18,947.04,952.7,932.5,932.59,1896106924
BNB,Binance Coin,2026-01-19,932.58,932.59,910.63,922.5,3099807569
BNB,Binance Coin,2026-01-20,922.5,931.8,884.23,884.68,2987548371
BNB,Binance Coin,2026-01-21,884.66,892.54,864.41,882.56,3827882862
BNB,Binance Coin,2026-01-22,882.56,896.49,878.45,886.97,1870632923
BNB,Binance Coin,2026-01-23,886.97,902.14,883.28,890.77,2043693107
BNB,Binance Coin,2026-01-24,890.78,892.82,885.55,886.18,1290044834
BNB,Binance Coin,2026-01-25,886.18,886.18,855.91,864.73,2065395074
BNB,Binance Coin,2026-01-26,864.73,880.03,864.73,878.74,2107947407
BNB,Binance Coin,2026-01-27,878.74,899.84,875.37,897.67,2080464235
BNB,Binance Coin,2026-01-28,897.66,907.37,893.47,901.35,1929255921
BNB,Binance Coin,2026-01-29,901.39,904.44,853.19,867.1,3967708737
BNB,Binance Coin,2026-01-30,867.09,867.92,832.56,857.26,3063940340
BNB,Binance Coin,2026-01-31,857.25,858.86,765.69,780.48,3250985432
BNB,Binance Coin,2026-02-01,780.46,788.16,742.96,758.46,2530207621
BNB,Binance Coin,2026-02-02,758.43,779.32,730.07,774.58,3129876950
BNB,Binance Coin,2026-02-03,774.57,782.14,736.81,753.58,2673231321
BNB,Binance Coin,2026-02-04,753.57,763.9,687.34,697.86,3263769381
BNB,Binance Coin,2026-02-05,697.82,699.75,603.39,606.54,4896219244
BNB,Binance Coin,2026-02-06,606.55,668.4,576.72,657.42,4201603681
BNB,Binance Coin,2026-02-07,657.42,662.0,631.95,647.35,2237248068
BNB,Binance Coin,2026-02-08,647.35,650.41,633.62,640.25,1623329068
BNB,Binance Coin,2026-02-09,640.21,644.58,616.7,635.95,1879500739
BNB,Binance Coin,2026-02-10,635.96,640.96,614.7,619.57,1623315797
BNB,Binance Coin,2026-02-11,619.57,623.18,587.81,607.19,2137150889
BNB,Binance Coin,2026-02-12,607.19,619.12,601.83,613.71,1596683425
BNB,Binance Coin,2026-02-13,613.71,621.91,592.6,619.08,1865657141
BNB,Binance Coin,2026-02-14,619.09,636.56,616.19,633.35,1422078768
BNB,Binance Coin,2026-02-15,633.33,640.56,609.22,614.64,1572726908
BNB,Binance Coin,2026-02-16,614.66,629.67,605.37,626.57,1384918308
BNB,Binance Coin,2026-02-17,626.58,630.45,610.82,617.56,1273885332
BNB,Binance Coin,2026-02-18,617.56,624.69,602.27,604.52,1407996950
BNB,Binance Coin,2026-02-19,604.52,613.75,597.5,607.16,1468442931
BNB,Binance Coin,2026-02-20,607.18,628.99,601.87,625.66,1709915616
BNB,Binance Coin,2026-02-21,625.67,633.59,624.1,625.9,1183913259
BNB,Binance Coin,2026-02-22,625.89,626.53,610.29,614.41,1089029749
BNB,Binance Coin,2026-02-23,614.41,614.86,586.02,595.87,2110764624
BNB,Binance Coin,2026-02-24,595.88,602.23,578.34,584.11,1777417541
BNB,Binance Coin,2026-02-25,584.11,636.51,582.2,629.07,2691687940
BNB,Binance Coin,2026-02-26,629.08,633.1,615.25,625.91,2766164029
BNB,Binance Coin,2026-02-27,625.92,633.19,607.45,613.97,1782727960
BNB,Binance Coin,2026-02-28,613.97,620.11,589.55,617.25,1819918584
BNB,Binance Coin,2026-03-01,617.24,631.62,611.67,618.11,1918919287
BNB,Binance Coin,2026-03-02,618.09,651.09,613.54,637.24,1947915391
BNB,Binance Coin,2026-03-03,637.25,641.44,621.84,633.83,1802590269
BNB,Binance Coin,2026-03-04,633.83,665.1,627.16,657.82,2127945160
BNB,Binance Coin,2026-03-05,657.82,664.64,646.89,647.63,1672800685
BNB,Binance Coin,2026-03-06,647.62,651.23,626.0,627.27,1385900394
BNB,Binance Coin,2026-03-07,627.28,629.96,619.04,620.07,1082294510
BNB,Binance Coin,2026-03-08,620.07,623.8,609.4,612.04,1289759347
BNB,Binance Coin,2026-03-09,612.04,642.11,611.77,634.5,1626567950
BNB,Binance Coin,2026-03-10,634.51,651.53,634.5,641.88,1580638205
BNB,Binance Coin,2026-03-11,641.88,655.04,636.73,651.48,1616600713
BNB,Binance Coin,2026-03-12,651.47,656.02,642.48,652.14,1564250832
BNB,Binance Coin,2026-03-13,652.13,677.75,651.46,655.88,2275392491
BNB,Binance Coin,2026-03-14,655.87,657.87,650.62,657.83,1300376753
BNB,Binance Coin,2026-03-15,657.82,678.33,654.7,673.7,1570006668
BNB,Binance Coin,2026-03-16,673.71,685.4,670.89,679.35,2399816312
BNB,Binance Coin,2026-03-17,679.36,685.63,664.72,668.78,1875359590
BNB,Binance Coin,2026-03-18,668.78,676.3,645.6,652.06,1920423223
BNB,Binance Coin,2026-03-19,652.06,655.26,634.04,639.27,1763650441
BNB,Binance Coin,2026-03-20,639.27,646.86,637.08,642.18,1633691311
BNB,Binance Coin,2026-03-21,642.19,645.59,629.89,630.13,1236470411
BNB,Binance Coin,2026-03-22,629.88,636.67,622.87,626.6,1616327413
BNB,Binance Coin,2026-03-23,626.6,648.42,621.03,638.54,2371029968
BNB,Binance Coin,2026-03-24,638.55,639.35,627.4,638.25,1645704845
BNB,Binance Coin,2026-03-25,638.25,651.96,638.23,647.33,1700935601
BNB,Binance Coin,2026-03-26,647.33,647.85,623.06,628.99,1566197398
BNB,Binance Coin,2026-03-27,628.99,631.23,606.01,613.29,1674423686
BNB,Binance Coin,2026-03-28,613.31,617.55,610.2,610.7,875286131
BNB,Binance Coin,2026-03-29,610.7,614.48,598.73,605.68,1340354447
BNB,Binance Coin,2026-03-30,605.69,620.23,605.2,608.55,1691424092
BNB,Binance Coin,2026-03-31,608.56,618.49,599.75,617.05,1789909133
BNB,Binance Coin,2026-04-01,617.05,620.95,610.3,610.62,1708753116
BNB,Binance Coin,2026-04-02,610.62,612.97,570.68,583.14,2253593411
BNB,Binance Coin,2026-04-03,583.14,589.09,582.39,588.1,1249381771
BNB,Binance Coin,2026-04-04,588.1,595.7,587.4,593.28,730361887
BNB,Binance Coin,2026-04-05,593.28,603.0,587.62,601.54,869628725
BNB,Binance Coin,2026-04-06,601.54,608.57,597.86,600.39,1559391237
BNB,Binance Coin,2026-04-07,600.38,623.72,593.14,620.9,1954715522
BNB,Binance Coin,2026-04-08,620.86,621.14,600.34,601.17,2031695469
BNB,Binance Coin,2026-04-09,601.17,610.08,597.37,602.83,1836620252
BNB,Binance Coin,2026-04-10,602.83,610.14,598.03,605.99,1779562868
BNB,Binance Coin,2026-04-11,605.99,613.91,603.79,607.39,1673930281
BNB,Binance Coin,2026-04-12,607.39,607.41,589.61,592.21,1835478450
BNB,Binance Coin,2026-04-13,592.22,617.3,592.1,615.05,1956433843
BNB,Binance Coin,2026-04-14,615.05,624.88,611.77,614.04,2008088284
BNB,Binance Coin,2026-04-15,614.04,626.79,610.95,622.67,1644633857
BNB,Binance Coin,2026-04-16,622.67,636.81,616.12,635.58,1856483537
BNB,Binance Coin,2026-04-17,635.58,645.68,627.16,643.45,1994808217
BNB,Binance Coin,2026-04-18,643.46,648.5,628.57,630.32,1585391318
BNB,Binance Coin,2026-04-19,630.32,630.47,615.61,616.52,1507732097
BNB,Binance Coin,2026-04-20,616.52,631.8,616.46,629.26,1537738592
BNB,Binance Coin,2026-04-21,629.26,640.54,625.45,631.79,1638232350
BNB,Binance Coin,2026-04-22,631.79,651.98,631.41,637.93,1843147330
BNB,Binance Coin,2026-04-23,637.93,640.26,631.4,638.73,1592966390
BNB,Binance Coin,2026-04-24,638.73,640.23,632.48,636.4,1358812029
BNB,Binance Coin,2026-04-25,636.4,638.44,627.65,628.66,758377286
BNB,Binance Coin,2026-04-26,628.66,637.4,627.75,636.11,1164927198
BNB,Binance Coin,2026-04-27,636.11,639.69,619.83,626.96,1637610223
BNB,Binance Coin,2026-04-28,626.96,627.42,619.69,624.31,1232472114
BNB,Binance Coin,2026-04-29,624.32,629.28,611.43,617.33,1599657620
BNB,Binance Coin,2026-04-30,617.33,620.09,613.92,615.07,1271759829
BNB,Binance Coin,2026-05-01,615.06,622.49,614.27,615.33,1373446549
BNB,Binance Coin,2026-05-02,615.33,620.38,614.18,617.83,712563317
BNB,Binance Coin,2026-05-03,617.83,621.74,615.11,617.48,834198484
BNB,Binance Coin,2026-05-04,617.48,637.51,615.69,622.66,2279940194
BNB,Binance Coin,2026-05-05,622.66,634.39,622.57,630.39,1737844496
BNB,Binance Coin,2026-05-06,630.39,662.1,629.64,647.57,2481476834
BNB,Binance Coin,2026-05-07,647.58,652.89,634.2,637.02,1667366871
BNB,Binance Coin,2026-05-08,637.02,651.15,635.11,649.01,1438423521
BNB,Binance Coin,2026-05-09,649.02,655.59,646.35,649.74,1278930889
BNB,Binance Coin,2026-05-10,649.74,666.18,645.05,663.66,1412124607
BNB,Binance Coin,2026-05-11,663.66,672.29,649.78,669.97,1803928124
BNB,Binance Coin,2026-05-12,669.98,670.73,650.74,664.54,1642513243
BNB,Binance Coin,2026-05-13,664.54,685.1,664.41,671.38,1960838590
BNB,Binance Coin,2026-05-14,671.38,685.03,665.53,677.94,1656801797
BNB,Binance Coin,2026-05-15,677.95,689.12,670.2,672.11,1703187702
BNB,Binance Coin,2026-05-16,672.1,674.15,650.86,656.22,1379762213
BNB,Binance Coin,2026-05-17,656.21,657.04,643.22,648.79,783703455
BNB,Binance Coin,2026-05-18,648.78,649.01,634.87,643.06,1418244426
BNB,Binance Coin,2026-05-19,643.06,646.09,636.67,639.45,1113171362
BNB,Binance Coin,2026-05-20,639.43,650.74,637.55,648.82,1126919622
BNB,Binance Coin,2026-05-21,648.82,658.85,646.05,657.35,1228340767
BNB,Binance Coin,2026-05-22,657.34,662.88,648.67,649.47,1327486028
BNB,Binance Coin,2026-05-23,649.48,661.5,635.65,655.71,1294474331
BNB,Binance Coin,2026-05-24,655.71,661.0,649.51,656.1,1104832926
BNB,Binance Coin,2026-05-25,656.09,672.23,655.44,662.3,1309145054
BNB,Binance Coin,2026-05-26,662.31,667.14,653.28,655.6,1618469382
BNB,Binance Coin,2026-05-27,655.6,657.93,646.19,648.16,1299270396
BNB,Binance Coin,2026-05-28,648.16,648.16,628.17,637.49,1387114881
BNB,Binance Coin,2026-05-29,637.5,643.69,631.31,642.29,1229212667
BNB,Binance Coin,2026-05-30,642.3,726.18,642.09,717.93,3590363740
BNB,Binance Coin,2026-05-31,717.93,743.36,704.97,708.58,3011261654
BNB,Binance Coin,2026-06-01,708.55,725.19,674.93,692.13,3603890086
BNB,Binance Coin,2026-06-02,692.13,694.25,645.62,650.43,2212967555
BNB,Binance Coin,2026-06-03,650.42,655.15,617.63,620.1,2023083015
BNB,Binance Coin,2026-06-04,620.1,623.09,588.54,603.53,2306830558
BNB,Binance Coin,2026-06-05,603.53,606.2,558.39,572.11,2607132303
BNB,Binance Coin,2026-06-06,572.13,583.12,561.02,574.51,1418745727
BNB,Binance Coin,2026-06-07,574.5,606.81,573.81,603.63,1355939748
BNB,Binance Coin,2026-06-08,603.65,609.7,592.06,601.63,1157549571
BNB,Binance Coin,2026-06-09,601.63,604.85,584.65,592.85,1187053835
BNB,Binance Coin,2026-06-10,592.85,596.51,581.29,586.17,1017565363
BNB,Binance Coin,2026-06-11,586.17,605.41,586.09,605.04,1095074108
BNB,Binance Coin,2026-06-12,605.05,611.74,596.29,603.51,994015378
BNB,Binance Coin,2026-06-13,603.51,610.42,599.48,609.54,821135662
BNB,Binance Coin,2026-06-14,609.54,616.38,602.64,616.09,1036522794
BNB,Binance Coin,2026-06-15,616.09,631.11,612.65,617.42,1343292765
BNB,Binance Coin,2026-06-16,617.42,618.87,602.82,604.35,1347367138
BNB,Binance Coin,2026-06-17,604.35,611.21,596.45,600.96,1281028503
BNB,Binance Coin,2026-06-18,600.94,603.17,573.37,578.01,1125978611
BNB,Binance Coin,2026-06-19,578.01,581.94,571.01,581.16,869522115
BNB,Binance Coin,2026-06-20,581.26,588.56,579.69,587.61,828038134
BNB,Binance Coin,2026-06-21,587.61,591.33,583.73,583.75,758751631
BNB,Binance Coin,2026-06-22,583.75,601.45,583.72,589.92,989771505
BNB,Binance Coin,2026-06-23,589.9,591.84,570.82,577.6,966075609
BNB,Binance Coin,2026-06-24,577.6,580.52,548.59,563.77,1326402841
